Loan ID,Borrower Name,Branch,RM,Province,City / Town,Loan Product,Sector,Collateral Type,Issue Date,Maturity Date,Tenor (Mo),"Loan Amt
(USD)","Outstanding
(USD)","Int Rate
(%)","Annual Income
(USD)","DTI
(%)",DSCR,"Credit
Score","Emp Length
(Yrs)","Collateral
Value (USD)","LTV
(%)","Revol Util
(%)",DPD,"Missed
Pmts","Part
Pmts","Bank Bal
Trend","Inflation
Exp","Forex
Income",Loan Status
CNB-013488,Mthulisi Vera,Gweru Branch,T. Chinyoka,Bulawayo Metropolitan,Bulawayo,Property Development Loan,Food & beverages,Residential property,26/6/2019,20/5/2026,84,"$4,300","$1,936",39.30%,"$7,800",65.60%,1.12x,432,5,"$1,608",120.40%,72.80%,30,4,2,Declining,High,No,Watch
CNB-013489,Tinashe Hwata,Harare Main,S. Dube,Harare Metropolitan,Harare,Trade Finance Facility,Construction,Personal guarantee,19/5/2024,9/5/2026,24,"$76,000","$65,740",19.70%,"$456,300",28.20%,3.65x,832,5,"$66,664",98.60%,38.80%,0,0,1,Stable,Low,No,Performing
CNB-013490,Mthulisi Makuyana,Mutare Branch,C. Sibanda,Mashonaland West,Kariba,Agro-processing Loan,Hospitality & tourism,Residential property,1/5/2022,26/4/2023,12,"$9,700","$2,716",37.70%,"$27,900",66.50%,0.97x,461,10,"$3,077",88.30%,72.50%,90,2,0,Declining,Medium,No,Watch
CNB-013491,Spiwe Maposa,Bulawayo Main,N. Gumbo,Masvingo,Masvingo,Women in Business Loan,Transport & logistics,Company guarantee,6/10/2021,1/10/2022,12,"$59,600","$16,688",42.30%,"$88,100",93.40%,0.83x,424,2,"$18,254",91.40%,98.80%,120,6,3,Declining,High,No,Non-performing
CNB-013492,Progress Chikwanda,Chitungwiza Branch,E. Mapfumo,Bulawayo Metropolitan,Bulawayo,School Fees Loan,Agriculture,Residential property,13/2/2023,23/1/2027,48,"$13,400","$9,407",23.60%,"$83,200",29.90%,1.28x,565,5,"$7,399",127.10%,50.90%,14,1,1,Improving,High,No,Special mention
CNB-013493,Nyasha Ushamba,Beitbridge Branch,E. Mapfumo,Harare Metropolitan,Harare,Equipment Finance,Education,Agricultural land,26/9/2019,20/9/2020,12,"$13,000","$3,640",23.90%,"$60,400",29.90%,1.89x,543,10,"$2,843",128.00%,63.40%,7,2,0,Stable,Medium,Yes,Special mention
CNB-013494,Tichaona Tshuma,Bulawayo Main,R. Ncube,Harare Metropolitan,Harare,Agro-processing Loan,Health & pharmaceuticals,Commercial vehicle,8/5/2023,2/5/2024,12,"$7,000","$1,960",18.50%,"$45,300",22.70%,2.56x,705,20,"$2,826",69.40%,30.80%,0,0,0,Declining,Low,Yes,Performing
CNB-013495,Shingirai Molife,Harare Main,N. Gumbo,Mashonaland West,Chegutu,Agro-processing Loan,Hospitality & tourism,Residential property,10/1/2022,4/7/2023,18,"$1,900",$532,27.60%,"$7,000",46.60%,1.14x,600,3,$844,63.00%,64.40%,14,2,1,Improving,High,Yes,Special mention
CNB-013496,Nokuthula Pasicha,Mutare Branch,T. Chinyoka,Matabeleland North,Hwange,Export Finance,Agriculture,Salary cession,5/1/2020,30/12/2020,12,"$8,200","$2,296",29.30%,"$16,400",54.60%,1.13x,551,1,"$3,127",73.40%,68.30%,0,2,0,Improving,High,Yes,Special mention
CNB-013497,Sandile Mafunda,Victoria Falls Branch,P. Mhlanga,Midlands,Kwekwe,Green Energy Loan,Agriculture,Commercial property,9/6/2020,30/5/2022,24,"$9,400","$2,632",45.40%,"$17,900",95.80%,0.42x,348,10,"$5,122",51.40%,97.20%,90,4,1,Declining,High,No,Non-performing
CNB-013498,Loveness Zimba,Masvingo Branch,N. Gumbo,Bulawayo Metropolitan,Bulawayo,Salary-Backed Loan,Transport & logistics,Commercial property,3/5/2020,23/4/2022,24,"$28,600","$8,008",27.80%,"$200,800",47.50%,1.41x,574,1,"$12,493",64.10%,39.20%,14,2,0,Stable,Medium,No,Special mention
CNB-013499,Tinotenda Mukai,Chinhoyi Branch,A. Nkomo,Manicaland,Mutare,Digital Business Loan,Manufacturing,Equipment & machinery,29/3/2024,25/9/2024,6,"$2,800",$784,32.20%,"$15,100",60.90%,1.07x,546,10,$747,105.00%,81.60%,30,1,2,Stable,Medium,No,Watch
CNB-013500,Dorcas Tshuma,Chinhoyi Branch,P. Mhlanga,Masvingo,Chiredzi,Import Finance,Mining,Residential property,28/9/2019,12/9/2022,36,"$7,900","$2,212",50.70%,"$39,400",82.10%,0.63x,439,10,"$2,068",107.00%,98.50%,45,5,2,Declining,High,No,Non-performing
CNB-013501,Chipo Taguta,Victoria Falls Branch,R. Ncube,Harare Metropolitan,Harare,School Fees Loan,Health & pharmaceuticals,Residential property,9/4/2024,1/10/2025,18,"$19,000","$14,567",30.00%,"$71,400",42.90%,1.50x,601,0,"$11,123",131.00%,39.30%,0,0,0,Stable,Medium,Yes,Special mention
CNB-013502,Sibonelo Tshababala,Bulawayo Main,A. Nkomo,Bulawayo Metropolitan,Bulawayo,Equipment Finance,Manufacturing,Company guarantee,14/4/2023,13/7/2023,3,"$4,700","$1,316",36.00%,"$32,600",67.60%,1.13x,431,2,"$2,209",59.60%,89.80%,0,3,0,Severely declining,Medium,No,Special mention
CNB-013503,Kudzie Chikwanda,Masvingo Branch,A. Nkomo,Manicaland,Mutare,Green Energy Loan,Energy & utilities,Fixed deposit cession,21/10/2023,15/10/2024,12,"$3,400","$1,047",17.90%,"$8,300",28.80%,2.19x,841,7,"$2,019",51.90%,19.10%,0,1,1,Stable,Low,No,Performing
CNB-013504,Rumbidzai Manyere,Bulawayo Main,E. Mapfumo,Midlands,Redcliff,Trade Finance Facility,Financial services,Stock/inventory pledge,8/1/2020,6/7/2020,6,"$3,100",$868,43.20%,"$19,700",62.70%,0.69x,387,0,"$1,254",69.20%,84.70%,150,6,1,Declining,Medium,No,Non-performing
CNB-013505,Tonderai Jiri,Chinhoyi Branch,D. Rusike,Manicaland,Rusape,Salary-Backed Loan,Transport & logistics,Equipment & machinery,5/3/2021,3/6/2021,3,"$8,800","$2,464",37.90%,"$24,100",50.60%,1.20x,475,5,"$1,973",124.90%,84.00%,14,2,0,Declining,Medium,No,Watch
CNB-013506,Sekai Rusike,Kwekwe Branch,A. Nkomo,Harare Metropolitan,Epworth,Trade Finance Facility,Retail trade,Residential property,31/12/2019,23/6/2021,18,"$7,100","$1,988",35.20%,"$55,700",53.20%,1.17x,472,3,"$1,636",121.50%,85.00%,30,3,2,Declining,High,No,Watch
CNB-013507,Tino Taruvinga,Harare Main,R. Ncube,Harare Metropolitan,Harare,Agro-processing Loan,Hospitality & tourism,Agricultural land,22/10/2022,6/10/2025,36,"$18,600","$9,796",18.20%,"$64,300",28.80%,2.15x,662,10,"$13,619",71.90%,31.30%,7,1,0,Declining,Low,No,Special mention
CNB-013508,Nyasha Ndihlovu,Beitbridge Branch,B. Makoni,Matabeleland North,Hwange,Digital Business Loan,ICT & telecoms,Personal guarantee,19/6/2022,3/6/2025,36,"$10,100","$4,478",38.00%,"$39,900",51.50%,0.99x,509,1,"$8,372",53.50%,79.90%,0,4,2,Declining,High,No,Watch
CNB-013509,Onai Gova,Masvingo Branch,B. Makoni,Midlands,Gweru,SME Working Capital Loan,Transport & logistics,Agricultural land,22/5/2024,20/8/2024,3,$600,$168,16.20%,"$2,100",10.40%,2.95x,739,5,$143,117.30%,14.50%,0,0,0,Stable,Low,Yes,Performing
CNB-013510,Farai Munyeza,Kwekwe Branch,T. Chinyoka,Midlands,Gweru,School Fees Loan,Retail trade,Commercial vehicle,28/1/2023,27/7/2023,6,"$1,200",$336,35.70%,"$5,900",56.00%,1.17x,456,7,$510,65.90%,63.70%,0,2,3,Severely declining,High,No,Watch
CNB-013511,Nomthandazo Ntuli,Victoria Falls Branch,N. Gumbo,Mashonaland West,Chegutu,Import Finance,Transport & logistics,Residential property,13/12/2022,22/11/2026,48,"$33,600","$22,546",39.00%,"$175,200",86.60%,0.35x,363,10,"$34,018",66.30%,90.40%,180,3,4,Declining,High,No,Non-performing
CNB-013512,Dorcas Tshuma,Masvingo Branch,E. Mapfumo,Harare Metropolitan,Harare,Salary-Backed Loan,Mining,Salary cession,1/8/2020,22/7/2022,24,"$14,600","$4,088",30.90%,"$33,100",50.90%,0.87x,484,5,"$6,584",62.10%,66.70%,14,3,2,Declining,High,No,Special mention
CNB-013513,Sandile Vera,Victoria Falls Branch,C. Sibanda,Harare Metropolitan,Epworth,Women in Business Loan,Construction,Equipment & machinery,13/4/2024,8/4/2025,12,"$10,600","$6,975",33.10%,"$22,400",51.60%,1.03x,521,10,"$11,963",58.30%,63.60%,30,2,1,Severely declining,High,No,Special mention
CNB-013514,Tsitsi Mawere,Bulawayo Main,H. Zimba,Harare Metropolitan,Epworth,School Fees Loan,Informal trade,No collateral,7/8/2019,28/1/2021,18,"$19,300","$5,404",33.40%,"$131,100",64.60%,1.04x,436,15,$0,,73.50%,45,2,3,Stable,Medium,No,Watch
CNB-013515,Mthokozisi Chikwanda,Mutare Branch,T. Chinyoka,Mashonaland East,Murewa,School Fees Loan,Transport & logistics,Personal guarantee,10/7/2020,5/7/2021,12,$700,$196,20.70%,"$3,800",13.50%,3.75x,824,2,$278,70.50%,35.30%,0,0,0,Improving,Low,Yes,Performing
CNB-013516,Kudakwashe Muchena,Kwekwe Branch,L. Charamba,Manicaland,Mutare,Youth Enterprise Loan,Retail trade,Salary cession,1/8/2019,16/7/2022,36,"$20,700","$5,796",37.50%,"$99,900",72.30%,0.79x,401,10,"$5,424",106.90%,67.40%,30,3,2,Severely declining,Medium,No,Special mention
CNB-013517,Bongani Zvobgo,Victoria Falls Branch,N. Gumbo,Manicaland,Mutare,Trade Finance Facility,Health & pharmaceuticals,Agricultural land,9/9/2023,29/8/2025,24,"$13,300","$8,140",38.40%,"$74,200",50.90%,1.10x,460,5,"$12,947",62.90%,81.20%,0,2,2,Severely declining,Medium,No,Watch
CNB-013518,Nomthandazo Chikwanda,Chitungwiza Branch,S. Dube,Manicaland,Mutare,School Fees Loan,Health & pharmaceuticals,Residential property,5/10/2021,3/1/2022,3,"$5,400","$1,512",16.80%,"$7,800",16.10%,2.17x,839,3,"$1,455",103.90%,7.70%,0,1,1,Improving,Medium,No,Performing
CNB-013519,Simbarashe Rusike,Gweru Branch,F. Moyo,Harare Metropolitan,Harare,Transport Fleet Finance,Agriculture,Residential property,13/4/2023,28/3/2026,36,"$9,200","$5,906",16.50%,"$50,500",28.10%,3.74x,712,1,"$5,229",112.90%,7.80%,0,1,1,Stable,Low,No,Performing
CNB-013520,Tamara Mutinhiri,Harare Main,G. Mutasa,Harare Metropolitan,Harare,Import Finance,Construction,Commercial property,23/11/2019,7/11/2022,36,"$7,000","$1,960",24.50%,"$20,200",51.90%,1.19x,526,3,"$2,736",71.60%,60.60%,7,0,2,Declining,High,No,Special mention
CNB-013521,Edmore Jiri,Gweru Branch,E. Mapfumo,Harare Metropolitan,Harare,Agricultural Input Finance,Hospitality & tourism,Commercial property,4/5/2020,26/10/2021,18,"$53,700","$15,036",28.40%,"$70,500",50.50%,1.18x,551,2,"$10,406",144.50%,50.90%,14,1,0,Declining,Medium,No,Special mention
CNB-013522,Gamuchirai Ndlovu,Gweru Branch,S. Dube,Manicaland,Mutare,Salary-Backed Loan,Manufacturing,Personal guarantee,21/1/2019,14/7/2020,18,"$3,700","$1,036",38.40%,"$25,300",88.20%,0.83x,310,10,"$2,092",49.50%,82.30%,90,2,1,Declining,High,No,Non-performing
CNB-013523,Mudiwa Nkala,Chinhoyi Branch,C. Sibanda,Manicaland,Mutare,Microfinance Loan,Transport & logistics,Equipment & machinery,2/10/2023,21/9/2025,24,"$15,700","$9,970",31.90%,"$103,300",48.30%,0.78x,441,10,"$23,139",43.10%,66.70%,0,3,3,Stable,High,No,Watch
CNB-013524,Ropah Dziva,Chitungwiza Branch,M. Ndlovu,Harare Metropolitan,Harare,Medical Finance,Agriculture,Commercial vehicle,2/3/2019,19/2/2021,24,"$2,000",$560,21.90%,"$8,900",16.00%,3.17x,760,1,$485,115.40%,13.60%,7,0,1,Stable,Low,No,Special mention
CNB-013525,Rangarirai Sibanda,Mutare Branch,M. Ndlovu,Harare Metropolitan,Harare,Digital Business Loan,Transport & logistics,Company guarantee,4/1/2023,30/12/2023,12,"$14,800","$4,144",44.90%,"$43,500",83.90%,0.36x,400,7,"$6,910",60.00%,96.50%,30,5,2,Declining,Medium,Yes,Non-performing
CNB-013526,Givemore Landa,Bulawayo Main,F. Moyo,Mashonaland West,Kadoma,School Fees Loan,Transport & logistics,Residential property,23/2/2020,2/2/2024,48,"$1,200",$336,34.20%,"$1,700",57.20%,1.12x,459,5,$361,93.00%,91.50%,90,3,3,Severely declining,High,Yes,Watch
CNB-013527,Mthokozisi Tekere,Victoria Falls Branch,M. Ndlovu,Midlands,Gweru,Medical Finance,Agriculture,Salary cession,5/5/2022,24/4/2024,24,"$3,900","$1,092",27.80%,"$20,000",35.50%,1.64x,552,15,$668,163.40%,55.20%,7,1,2,Stable,High,No,Special mention
CNB-013528,Prosper Tshuma,Victoria Falls Branch,H. Zimba,Mashonaland West,Kadoma,Youth Enterprise Loan,Health & pharmaceuticals,Commercial vehicle,6/3/2020,24/2/2022,24,"$1,100",$308,29.40%,"$5,300",43.80%,1.70x,581,3,$691,44.60%,54.60%,0,2,1,Declining,Medium,Yes,Special mention
CNB-013529,Trust Nhema,Kwekwe Branch,F. Moyo,Harare Metropolitan,Harare,Agro-processing Loan,ICT & telecoms,Residential property,14/9/2023,3/9/2025,24,"$1,100",$679,36.70%,"$5,100",71.50%,0.82x,396,5,"$1,086",62.50%,73.10%,45,4,1,Severely declining,High,No,Watch
CNB-013530,Gracious Musekiwa,Mutare Branch,H. Zimba,Midlands,Zvishavane,Agricultural Input Finance,Mining,Commercial property,7/4/2019,22/3/2022,36,"$30,700","$8,596",27.60%,"$222,200",42.40%,1.42x,613,25,"$22,278",38.60%,50.30%,0,1,0,Declining,High,No,Performing
CNB-013531,Tsungirirai Tshuma,Chinhoyi Branch,A. Nkomo,Harare Metropolitan,Harare,Agricultural Input Finance,Health & pharmaceuticals,Agricultural land,31/1/2019,24/7/2020,18,"$1,400",$392,27.70%,"$8,200",33.40%,1.61x,596,20,$498,78.70%,39.90%,14,2,1,Declining,High,No,Special mention
CNB-013532,Progress Takaindisa,Victoria Falls Branch,L. Charamba,Mashonaland West,Chegutu,Trade Finance Facility,Mining,Agricultural land,11/4/2020,8/10/2020,6,"$17,100","$4,788",38.90%,"$61,400",50.10%,0.80x,422,7,"$3,043",157.40%,76.10%,14,4,3,Stable,Medium,Yes,Watch
CNB-013533,Tambudzai Tshuma,Mutare Branch,E. Mapfumo,Midlands,Kwekwe,SME Working Capital Loan,Transport & logistics,Motor vehicle,27/4/2020,17/4/2022,24,"$25,000","$7,000",18.90%,"$82,400",21.10%,1.65x,759,5,"$12,809",54.60%,22.00%,0,1,1,Stable,Low,No,Performing
CNB-013534,Rumbidzai Mhlanga,Harare Main,B. Makoni,Harare Metropolitan,Harare,Trade Finance Facility,Energy & utilities,Residential property,16/1/2020,5/1/2022,24,"$5,300","$1,484",23.70%,"$20,000",23.40%,1.65x,682,3,"$2,832",52.40%,32.90%,0,1,0,Stable,Medium,Yes,Performing
CNB-013535,Thandeka Mlambo,Kwekwe Branch,S. Dube,Midlands,Gweru,Transport Fleet Finance,Manufacturing,Stock/inventory pledge,5/2/2019,25/1/2021,24,"$20,400","$5,712",30.60%,"$132,900",61.60%,0.79x,496,0,"$15,303",37.30%,84.10%,14,2,1,Severely declining,Medium,No,Watch
CNB-013536,Mthokozisi Nyamupingidza,Chinhoyi Branch,L. Charamba,Harare Metropolitan,Harare,Agricultural Input Finance,Manufacturing,Motor vehicle,6/10/2019,20/9/2022,36,"$11,800","$3,304",30.80%,"$31,700",30.10%,1.12x,672,25,"$5,174",63.90%,57.70%,7,0,0,Improving,Medium,No,Special mention
CNB-013537,Tinashe Landa,Chitungwiza Branch,G. Mutasa,Bulawayo Metropolitan,Bulawayo,School Fees Loan,Agro-processing,Motor vehicle,21/5/2024,16/5/2025,12,"$5,100","$3,743",39.80%,"$14,300",77.70%,0.68x,436,15,"$4,214",88.80%,97.40%,120,6,3,Severely declining,High,No,Non-performing
CNB-013538,Patience Malunga,Chinhoyi Branch,A. Nkomo,Bulawayo Metropolitan,Bulawayo,Import Finance,Energy & utilities,Commercial vehicle,2/12/2021,11/11/2025,48,"$1,300",$628,32.40%,"$9,500",66.30%,1.10x,449,1,$491,127.90%,72.40%,45,1,1,Stable,High,No,Watch
CNB-013539,Ntombifuthi Mamvura,Masvingo Branch,A. Nkomo,Midlands,Gweru,Salary-Backed Loan,Agriculture,Personal guarantee,6/4/2019,31/3/2020,12,"$8,200","$2,296",19.60%,"$28,000",18.50%,3.44x,727,2,"$4,770",48.10%,12.10%,0,0,0,Improving,Low,No,Performing
CNB-013540,Zanele Mafunda,Harare Main,G. Mutasa,Midlands,Kwekwe,Transport Fleet Finance,ICT & telecoms,Equipment & machinery,2/11/2022,22/10/2024,24,"$11,800","$3,552",17.10%,"$66,200",13.00%,2.21x,752,5,"$3,329",106.70%,19.80%,0,0,1,Improving,Low,Yes,Performing
CNB-013541,Dorcas Sithole,Mutare Branch,M. Ndlovu,Bulawayo Metropolitan,Bulawayo,Import Finance,Education,No collateral,28/1/2020,1/1/2025,60,"$13,300","$4,213",44.40%,"$27,400",90.60%,0.66x,401,7,$0,,94.90%,45,4,1,Severely declining,High,No,Non-performing
CNB-013542,Rutendo Muchena,Mutare Branch,B. Makoni,Mashonaland West,Kadoma,SME Working Capital Loan,Construction,Share pledge,4/2/2021,30/1/2022,12,"$3,700","$1,036",25.50%,"$19,000",38.90%,1.74x,619,0,"$2,519",41.10%,65.70%,0,2,2,Improving,High,No,Special mention
CNB-013543,Tawanda Ntuli,Harare Main,R. Ncube,Harare Metropolitan,Harare,Import Finance,Agriculture,Agricultural land,29/4/2020,19/4/2022,24,"$7,500","$2,100",48.50%,"$13,300",69.50%,0.83x,303,10,"$2,899",72.40%,98.00%,90,3,3,Severely declining,High,No,Non-performing
CNB-013544,Mthokozisi Mlambo,Beitbridge Branch,G. Mutasa,Mashonaland East,Marondera,Trade Finance Facility,ICT & telecoms,Stock/inventory pledge,5/6/2023,15/5/2027,48,"$2,700","$2,047",20.60%,"$10,200",11.70%,3.98x,708,7,"$5,364",38.20%,10.60%,0,1,0,Stable,Low,No,Performing
CNB-013545,Tapiwa Magaya,Gweru Branch,D. Rusike,Midlands,Gweru,Equipment Finance,Retail trade,Agricultural land,28/11/2020,27/5/2021,6,"$1,700",$476,17.40%,"$6,000",15.20%,1.79x,802,10,$311,152.80%,11.20%,0,0,0,Declining,Low,Yes,Performing
CNB-013546,Simbarashe Chirwa,Gweru Branch,D. Rusike,Mashonaland West,Kadoma,Agricultural Input Finance,Agriculture,Personal guarantee,22/11/2023,6/11/2026,36,"$4,500","$3,558",29.00%,"$24,100",28.70%,1.72x,582,10,"$6,719",53.00%,65.40%,0,2,2,Declining,High,No,Special mention
CNB-013547,Tafadzwa Ntuli,Harare Main,L. Charamba,Mashonaland Central,Bindura,Export Finance,Retail trade,Residential property,17/2/2020,10/8/2021,18,"$46,000","$12,880",35.20%,"$216,700",71.00%,1.19x,514,3,"$23,287",55.30%,76.90%,60,2,3,Declining,Medium,No,Watch
CNB-013548,Chenai Mamvura,Chinhoyi Branch,T. Chinyoka,Harare Metropolitan,Harare,Microfinance Loan,Mining,Stock/inventory pledge,9/3/2022,4/3/2023,12,"$1,600",$448,30.30%,"$12,700",28.40%,1.66x,597,7,"$1,190",37.60%,61.50%,7,2,0,Declining,Medium,No,Special mention
CNB-013549,Ruramai Nyagura,Kwekwe Branch,G. Mutasa,Midlands,Zvishavane,Agro-processing Loan,Manufacturing,Motor vehicle,14/7/2019,3/7/2021,24,"$6,300","$1,764",17.30%,"$12,700",8.70%,2.01x,731,5,"$2,996",58.90%,24.40%,0,0,1,Declining,Medium,Yes,Performing
CNB-013550,Enias Gova,Kwekwe Branch,H. Zimba,Mashonaland West,Kadoma,Microfinance Loan,Transport & logistics,Equipment & machinery,12/3/2020,7/3/2021,12,$200,$56,30.50%,"$1,600",58.50%,0.86x,419,0,$34,163.20%,90.20%,0,4,3,Declining,High,No,Watch
CNB-013551,Nomvula Mlambo,Chinhoyi Branch,R. Ncube,Mashonaland West,Kadoma,Digital Business Loan,Manufacturing,Commercial property,15/6/2024,5/6/2026,24,"$4,100","$3,657",38.60%,"$26,100",60.10%,0.82x,422,10,"$7,161",51.10%,65.00%,30,3,3,Declining,Medium,No,Watch
CNB-013552,Tinotenda Zimba,Masvingo Branch,S. Dube,Harare Metropolitan,Harare,Microfinance Loan,Transport & logistics,Residential property,2/1/2022,17/12/2024,36,$900,$298,30.80%,"$7,100",28.50%,1.34x,673,7,$779,38.30%,68.50%,30,2,1,Stable,High,No,Special mention
CNB-013553,Tamara Mahove,Bulawayo Main,M. Ndlovu,Harare Metropolitan,Harare,Property Development Loan,Hospitality & tourism,Personal guarantee,26/3/2024,11/3/2027,36,"$5,800","$5,069",40.10%,"$32,000",69.90%,0.70x,293,10,"$12,629",40.10%,90.20%,90,6,4,Severely declining,High,No,Non-performing
CNB-013554,Tendaiishe Murara,Mutare Branch,D. Rusike,Bulawayo Metropolitan,Bulawayo,School Fees Loan,Agriculture,Motor vehicle,5/8/2020,27/1/2022,18,$600,$168,34.40%,"$3,100",63.70%,0.92x,471,25,$418,40.20%,79.50%,14,4,3,Declining,High,Yes,Special mention
CNB-013555,Rangarirai Samasuwo,Gweru Branch,M. Ndlovu,Matabeleland South,Beitbridge,Digital Business Loan,Manufacturing,No collateral,15/12/2022,19/11/2027,60,"$15,100","$11,138",17.00%,"$66,000",30.70%,2.12x,813,2,$0,,13.60%,0,1,0,Improving,Low,Yes,Performing
CNB-013556,Sekai Mutasa,Beitbridge Branch,M. Ndlovu,Harare Metropolitan,Harare,Youth Enterprise Loan,Transport & logistics,Personal guarantee,22/9/2022,21/3/2023,6,"$2,500",$700,36.00%,"$16,700",65.00%,1.18x,420,7,$535,130.90%,86.70%,60,3,0,Severely declining,High,No,Watch
CNB-013557,Ropah Tapfuma,Harare Main,T. Chinyoka,Mashonaland West,Chinhoyi,Medical Finance,Textiles & clothing,Stock/inventory pledge,9/12/2023,8/3/2024,3,"$1,900",$532,17.80%,"$4,400",17.90%,2.71x,846,2,$955,55.70%,8.40%,0,0,0,Declining,Medium,No,Performing
CNB-013558,Tambudzai Charamba,Gweru Branch,C. Sibanda,Manicaland,Chipinge,Export Finance,Textiles & clothing,Commercial vehicle,16/2/2021,6/2/2023,24,"$2,700",$756,32.00%,"$17,100",58.30%,0.97x,500,10,$936,80.80%,89.50%,0,3,1,Declining,High,No,Watch
CNB-013559,Nozipho Moyo,Victoria Falls Branch,G. Mutasa,Matabeleland North,Hwange,Medical Finance,Transport & logistics,Company guarantee,10/10/2020,8/1/2021,3,"$3,600","$1,008",38.30%,"$10,800",54.30%,0.83x,467,0,$817,123.30%,71.20%,0,2,2,Declining,Medium,No,Watch
CNB-013560,Ngonidzashe Chiweshe,Kwekwe Branch,T. Chinyoka,Masvingo,Masvingo,Trade Finance Facility,Manufacturing,Equipment & machinery,28/5/2021,12/5/2024,36,"$3,300",$924,20.40%,"$24,500",28.20%,2.81x,834,1,"$1,461",63.30%,28.70%,0,0,0,Stable,Low,No,Performing
CNB-013561,Takudzwa Msipha,Gweru Branch,H. Zimba,Mashonaland Central,Bindura,School Fees Loan,Informal trade,Residential property,15/2/2022,14/8/2022,6,"$9,600","$2,688",31.00%,"$53,400",63.00%,0.91x,521,20,"$7,162",37.50%,91.00%,0,4,0,Severely declining,Medium,No,Watch
CNB-013562,Enias Majoni,Kwekwe Branch,B. Makoni,Harare Metropolitan,Chitungwiza,School Fees Loan,Agriculture,Salary cession,2/2/2024,27/1/2025,12,"$2,100","$1,084",33.80%,"$16,500",60.90%,1.17x,552,5,"$1,509",71.80%,75.50%,14,3,0,Declining,Medium,Yes,Watch
CNB-013563,Tafadzwa Nkomazana,Chitungwiza Branch,C. Sibanda,Masvingo,Masvingo,Agro-processing Loan,Transport & logistics,Residential property,22/7/2023,1/7/2027,48,"$3,800","$2,970",38.80%,"$4,600",82.80%,0.87x,385,10,"$3,616",82.10%,90.50%,120,6,3,Declining,High,No,Non-performing
CNB-013564,Nomatter Malunga,Kwekwe Branch,M. Ndlovu,Mashonaland West,Kadoma,Digital Business Loan,Informal trade,Equipment & machinery,12/2/2024,6/2/2025,12,"$11,900","$6,378",16.60%,"$29,300",17.20%,2.28x,740,5,"$12,395",51.50%,22.60%,0,1,0,Stable,Medium,No,Performing
CNB-013565,Loveness Landa,Bulawayo Main,B. Makoni,Mashonaland East,Marondera,School Fees Loan,Health & pharmaceuticals,Residential property,7/6/2021,17/5/2025,48,"$3,100","$1,221",29.20%,"$5,000",34.40%,1.16x,657,7,"$3,347",36.50%,38.10%,0,2,2,Declining,Low,Yes,Performing
CNB-013566,Mudiwa Muchena,Harare Main,S. Dube,Manicaland,Mutare,Digital Business Loan,Construction,Commercial property,17/5/2021,15/8/2021,3,"$25,800","$7,224",30.80%,"$121,400",39.30%,1.34x,525,5,"$15,718",46.00%,59.50%,0,1,0,Declining,Medium,No,Special mention
CNB-013567,Nozipho Tembo,Masvingo Branch,H. Zimba,Bulawayo Metropolitan,Bulawayo,Import Finance,Retail trade,Salary cession,9/4/2021,6/10/2021,6,"$9,800","$2,744",25.30%,"$15,800",37.70%,1.23x,580,7,"$4,280",64.10%,46.70%,0,2,2,Improving,Medium,No,Special mention
CNB-013568,Gamuchirai Zizhou,Kwekwe Branch,S. Dube,Harare Metropolitan,Harare,Transport Fleet Finance,Retail trade,Residential property,10/6/2024,8/9/2024,3,"$3,300",$924,20.40%,"$11,200",13.70%,3.07x,715,10,"$2,153",42.90%,6.40%,0,1,1,Improving,Low,Yes,Performing
CNB-013569,Zviko Ncube,Chitungwiza Branch,T. Chinyoka,Mashonaland East,Marondera,School Fees Loan,Transport & logistics,Residential property,25/6/2019,14/6/2021,24,"$49,600","$13,888",27.70%,"$68,400",38.60%,1.22x,570,1,"$9,445",147.00%,64.00%,14,1,1,Declining,Medium,Yes,Special mention
CNB-013570,Chipo Nkosi,Beitbridge Branch,E. Mapfumo,Matabeleland South,Beitbridge,Microfinance Loan,Retail trade,Commercial property,24/7/2023,27/6/2028,60,"$3,400","$2,808",39.30%,"$26,800",54.70%,1.11x,525,5,"$3,195",87.90%,72.80%,30,1,1,Severely declining,Medium,No,Watch
CNB-013571,Tichaona Musekiwa,Gweru Branch,H. Zimba,Harare Metropolitan,Harare,Transport Fleet Finance,Transport & logistics,Personal guarantee,25/8/2022,9/8/2025,36,"$3,900","$1,903",30.90%,"$27,400",56.40%,0.92x,546,10,"$5,079",37.50%,84.70%,45,2,3,Severely declining,High,No,Watch
CNB-013572,Simbarashe Nkomazana,Harare Main,S. Dube,Bulawayo Metropolitan,Bulawayo,Microfinance Loan,Agriculture,Salary cession,27/6/2024,19/12/2025,18,"$274,100","$239,015",38.60%,"$1,899,200",55.10%,0.77x,398,10,"$598,309",39.90%,75.40%,0,3,2,Severely declining,High,No,Watch
CNB-013573,Vimbai Nyamudeza,Harare Main,C. Sibanda,Harare Metropolitan,Harare,Transport Fleet Finance,Textiles & clothing,No collateral,7/7/2021,27/6/2023,24,"$3,700","$1,036",36.30%,"$11,900",64.30%,0.84x,454,10,$0,,65.70%,30,3,0,Stable,Medium,No,Watch
